,order_number,product_name,quantity,price,payment_mode,store_name,city,country,year,order_date,month_name,day_name,revenue,unit_price
1224,102295,Harley-Davidson Heritage Softail Classic,20,9000,Cash,HARLEY-DAVIDSON TARRACO,Los Angeles,USA,2012,2012-05-19,May,Saturday,180000,450.0
1225,102296,Harley-Davidson Heritage Softail Classic,45,9000,Cash,HARLEY-DAVIDSON VIGO,San Diego,USA,2012,2012-05-20,May,Sunday,405000,200.0
1226,102297,Harley-Davidson Heritage Softail Classic,46,9000,Cash,HARLEY-DAVIDSON ALICANTE,Cambridge,USA,2012,2012-05-21,May,Monday,414000,195.65217391304347
1227,102298,Harley-Davidson Heritage Softail Classic,34,9000,Cash,HARLEY-DAVIDSON TENERIFE,Madrid,Spain,2012,2012-05-22,May,Tuesday,306000,264.70588235294116
1228,102299,Harley-Davidson Heritage Softail Classic,50,9000,Cash,HARLEY-DAVIDSON ZARAGOZA,Bruxelles,Belgium,2012,2012-05-23,May,Wednesday,450000,180.0
1229,102300,Harley-Davidson Heritage Softail Classic,46,9000,Cash,HARLEY-DAVIDSON SIEBLA-MALAGA,Tsawassen,Canada,2012,2012-05-24,May,Thursday,414000,195.65217391304347
1230,102301,Harley-Davidson Heritage Softail Classic,22,9000,Cash,CHEYENNE RADIKAL BIKES,Munich,Germany,2012,2012-05-25,May,Friday,198000,409.09090909090907
1231,102302,Harley-Davidson Heritage Softail Classic,48,9000,Cash,HARLEY-DAVIDSON GIRONA,Philadelphia,USA,2012,2012-05-26,May,Saturday,432000,187.5
1232,102303,Harley-Davidson Heritage Softail Classic,47,9000,Cash,HARLEY-HEAVEN WESTERN SYDNEY,Cowes,UK,2012,2012-05-27,May,Sunday,423000,191.48936170212767
1233,102304,Harley-Davidson Heritage Softail Classic,34,9000,Cash,ROCKINGHAM HARLEY-DAVIDSON,Bergamo,Italy,2012,2012-05-28,May,Monday,306000,264.70588235294116
1234,102305,Harley-Davidson Heritage Softail Classic,45,9000,Cash,FRASER MOTORCYCLES WOLLONGONG,Charleroi,Belgium,2012,2012-05-29,May,Tuesday,405000,200.0
1235,102306,Harley-Davidson Heritage Softail Classic,20,9000,Cash,MORGAN & WACKER HARLEY-DAVIDSON,London,UK,2012,2012-05-30,May,Wednesday,180000,450.0
1236,102307,Harley-Davidson Heritage Softail Classic,50,9000,Cash,QUICK FIX HARLEY-DAVIDSON,Oulu,Finland,2012,2012-05-31,May,Thursday,450000,180.0
1237,102308,Harley-Davidson Heritage Softail Classic,22,9000,Cash,HARLEY HEAVEN - RINGWOOD,Madrid,Spain,2012,2012-06-01,June,Friday,198000,409.09090909090907
1238,102309,Harley-Davidson Heritage Softail Classic,45,9000,Cash,RICHARDSON'S HARLEY-DAVIDSON,Reims,France,2012,2012-06-02,June,Saturday,405000,200.0
1239,102310,Harley-Davidson Heritage Softail Classic,58,9000,Cash,MACKAY HARLEY-DAVIDSON,San Jose,USA,2012,2012-06-03,June,Sunday,522000,155.17241379310346
1240,102311,Harley-Davidson Heritage Softail Classic,51,9000,Cash,TRARALGON HARLEY-DAVIDSON,Glen Waverly,Australia,2012,2012-06-04,June,Monday,459000,176.47058823529412
1241,102312,Harley-Davidson Heritage Softail Classic,38,9000,Cash,DARLING DOWNS HARLEY-DAVIDSON,Madrid,Spain,2012,2012-06-05,June,Tuesday,342000,236.8421052631579
1242,102313,Harley-Davidson Heritage Softail Classic,22,9000,Cash,HORSHAM HARLEY-DAVIDSON,Singapore,Singapore,2012,2012-06-06,June,Wednesday,198000,409.09090909090907
1243,102314,Harley-Davidson Heritage Softail Classic,25,9000,Cash,NORTHERN BEACHES HARLEY-DAVIDSON,NYC,USA,2012,2012-06-07,June,Thursday,225000,360.0
1244,102315,Harley-Davidson Heritage Softail Classic,24,9000,Cash,HIGHWAY HARLEY-DAVIDSON,San Rafael,USA,2012,2012-06-08,June,Friday,216000,375.0
1245,102316,Harley-Davidson Heritage Softail Classic,35,9000,Cash,NORTH COAST V-TWINS,South Brisbane,Australia,2012,2012-06-09,June,Saturday,315000,257.14285714285717
1246,102317,Harley-Davidson Heritage Softail Classic,28,9000,Cash,THOMAS LEE MOTORCYCLES,Singapore,Singapore,2012,2012-06-10,June,Sunday,252000,321.42857142857144
1247,102318,Harley-Davidson Heritage Softail Classic,36,9000,Cash,FRASER MOTORCYCLES SYDNEY,Reggio Emilia,Italy,2012,2012-06-11,June,Monday,324000,250.0
1248,102319,Harley-Davidson Heritage Softail Classic,39,9000,Cash,PERTH HARLEY-DAVIDSON,New Bedford,USA,2012,2012-06-12,June,Tuesday,351000,230.76923076923077
1249,102320,Harley-Davidson Heritage Softail Classic,27,9000,Cash,HARLEY HEAVEN - DANDENONG,New Haven,USA,2012,2012-06-13,June,Wednesday,243000,333.3333333333333
1250,102321,Harley-Davidson Heritage Softail Classic,40,9000,Cash,SUNSHINE COAST HARLEY-DAVIDSON,Boston,USA,2012,2012-06-14,June,Thursday,360000,225.0
1251,102322,Harley-Davidson Heritage Softail Classic,50,9000,Cash,GREAT SOUTHERN MOTORCYCLES,Dublin,Ireland,2012,2012-06-15,June,Friday,450000,180.0
1252,102323,Harley-Davidson Heritage Softail Classic,42,9000,Cash,HARLEY MAGIC,Frankfurt,Germany,2012,2012-06-16,June,Saturday,378000,214.28571428571428
1253,102324,Harley-Davidson Heritage Softail Classic,48,9000,Cash,BUNBURY HARLEY-DAVIDSON,Espoo,Finland,2012,2012-06-17,June,Sunday,432000,187.5
1254,102325,Harley-Davidson Heritage Softail Classic,25,9000,Cash,WESTERN RANGES MOTORCYCLES ORANGE,Allentown,USA,2012,2012-06-18,June,Monday,225000,360.0
1255,102326,Harley-Davidson Heritage Softail Classic,31,9000,Cash,PORT CITY HARLEY-DAVIDSON,San Rafael,USA,2012,2012-06-19,June,Tuesday,279000,290.3225806451613
1256,102327,Harley-Davidson Heritage Softail Classic,44,9000,Cash,GASOLINE ALLEY HARLEY-DAVIDSON,NYC,USA,2012,2012-06-20,June,Wednesday,396000,204.54545454545453
1257,102328,Harley-Davidson Heritage Softail Classic,23,9000,Cash,SY'S HARLEY-DAVIDSON,Manchester,UK,2012,2012-06-21,June,Thursday,207000,391.30434782608694
1258,102329,Harley-Davidson Heritage Softail Classic,29,9000,Cash,HARLEY-HEAVEN - MELBOURNE,Aaarhus,Denmark,2012,2012-06-22,June,Friday,261000,310.3448275862069
1259,102330,Harley-Davidson Heritage Softail Classic,49,9000,Cash,GOLD COAST HARLEY-DAVIDSON,NYC,USA,2012,2012-06-23,June,Saturday,441000,183.6734693877551
1260,102331,Harley-Davidson Heritage Softail Classic,36,9000,Cash,MORGAN & WACKER HARLEY-DAVIDSON,NYC,USA,2012,2012-06-24,June,Sunday,324000,250.0
1261,102332,Harley-Davidson Heritage Softail Classic,34,9000,Cash,GEELONG HARLEY-DAVIDSON,NYC,USA,2012,2012-06-25,June,Monday,306000,264.70588235294116
1262,102333,Harley-Davidson Heritage Softail Classic,25,9000,Cash,WESTERN RANGES MOTORCYCLES ORANGE,Madrid,Spain,2012,2012-06-26,June,Tuesday,225000,360.0
1263,102334,Harley-Davidson Heritage Softail Classic,48,9000,Credit card,BUNBURY HARLEY-DAVIDSON,Minato-ku,Japan,2012,2012-06-27,June,Wednesday,432000,187.5
1264,102335,Harley-Davidson Heritage Softail Classic,38,9000,Credit card,PORT CITY HARLEY-DAVIDSON,Madrid,Spain,2012,2012-06-28,June,Thursday,342000,236.8421052631579
1265,102336,Harley-Davidson Heritage Softail Classic,37,9000,Credit card,CANBERRA HARLEY-DAVIDSON,Madrid,Spain,2012,2012-06-29,June,Friday,333000,243.24324324324326
1266,102337,Harley-Davidson Heritage Softail Classic,49,9000,Credit card,BUNDABERG HARLEY-DAVIDSON,Bridgewater,USA,2012,2012-06-30,June,Saturday,441000,183.6734693877551
1267,102338,Harley-Davidson Heritage Softail Classic,22,9000,Credit card,HARLEY CENTRAL,Nashua,USA,2012,2012-07-01,July,Sunday,198000,409.09090909090907
1268,102339,Harley-Davidson Heritage Softail Classic,28,9000,Credit card,HIDDEN VALLEY HARLEY-DAVIDSON,Manchester,UK,2012,2012-07-02,July,Monday,252000,321.42857142857144
1269,102340,Harley-Davidson Heritage Softail Classic,36,9000,Credit card,SUNCITY HARLEY-DAVIDSON,Las Vegas,USA,2012,2012-07-03,July,Tuesday,324000,250.0
1270,102341,Harley-Davidson Heritage Softail Classic,34,9000,Credit card,ADELAIDE HARLEY-DAVIDSON BIKE WORKS,North Sydney,Australia,2012,2012-07-04,July,Wednesday,306000,264.70588235294116
1271,102342,Harley-Davidson Heritage Softail Classic,39,9000,Credit card,WESTERN RANGES MOTORCYCLES,San Francisco,USA,2012,2012-07-05,July,Thursday,351000,230.76923076923077
1272,102343,Harley-Davidson Heritage Softail Classic,21,9000,Credit card,GOLDFIELDS BIKEWORKS,Bergamo,Italy,2012,2012-07-06,July,Friday,189000,428.57142857142856
1273,102344,Harley-Davidson Heritage Softail Classic,36,9000,Credit card,CITY BIKEWORX,San Rafael,USA,2012,2012-07-07,July,Saturday,324000,250.0
1274,102345,Harley-Davidson Heritage Softail Classic,24,9000,Credit card,HARLEY HEAVEN - ADELAIDE,Glen Waverly,Australia,2012,2012-07-08,July,Sunday,216000,375.0
1275,102346,Harley-Davidson Heritage Softail Classic,29,9000,Credit card,ROCKY HARLEY-DAVIDSON,NYC,USA,2012,2012-07-09,July,Monday,261000,310.3448275862069
1276,102347,Harley-Davidson Heritage Softail Classic,38,9000,Credit card,HARBOUR CITY HARLEY-DAVIDSON,London,UK,2012,2012-07-10,July,Tuesday,342000,236.8421052631579
1277,102348,Harley-Davidson Heritage Softail Classic,34,9000,Credit card,GEELONG HARLEY-DAVIDSON,Lyon,France,2012,2012-07-11,July,Wednesday,306000,264.70588235294116
1278,102349,Harley-Davidson Heritage Softail Classic,42,9000,Credit card,RIDGES HARLEY-DAVIDSON,Strasbourg,France,2012,2012-07-12,July,Thursday,378000,214.28571428571428
1279,102350,Harley-Davidson Heritage Softail Classic,35,9000,Credit card,SEVEN ISLANDS HARLEY-DAVIDSON,Torino,Italy,2012,2012-07-13,July,Friday,315000,257.14285714285717
1280,102351,Harley-Davidson Heritage Softail Classic,35,9000,Credit card,BANJARA HARLEY-DAVIDSON,Singapore,Singapore,2012,2012-07-14,July,Saturday,315000,257.14285714285717
1281,102352,Harley-Davidson Heritage Softail Classic,38,9000,Credit card,TUSKER HARLEY-DAVIDSON LAVELLE ROAD,Liverpool,UK,2012,2012-07-15,July,Sunday,342000,236.8421052631579
1282,102353,Harley-Davidson Heritage Softail Classic,41,9000,Credit card,CAPITAL HARLEY-DAVIDSON,Madrid,Spain,2012,2012-07-16,July,Monday,369000,219.5121951219512
1283,102354,Harley-Davidson Heritage Softail Classic,50,9000,Credit card,GRAND TRUNK HARLEY-DAVIDSON,Manchester,UK,2012,2012-07-17,July,Tuesday,450000,180.0
1284,102355,Harley-Davidson Heritage Softail Classic,21,9000,Credit card,BISON HARLEY-DAVIDSON KORAMANGLA,Marseille,France,2012,2012-07-18,July,Wednesday,189000,428.57142857142856
1285,102356,Harley-Davidson Heritage Softail Classic,43,9000,Credit card,MACH-1 HARLEY-DAVIDSON,Pasadena,USA,2012,2012-07-19,July,Thursday,387000,209.30232558139534
1286,102357,Harley-Davidson Heritage Softail Classic,32,9000,Credit card,SPICE COAST HARLEY-DAVIDSON,Madrid,Spain,2012,2012-07-20,July,Friday,288000,281.25
1287,102358,Harley-Davidson Heritage Softail Classic,6,9000,Credit card,KONARK HARLEY-DAVIDSON,San Jose,USA,2012,2012-07-21,July,Saturday,54000,1500.0
1288,102359,Harley-Davidson Heritage Softail Classic,66,9000,Credit card,SUNRISE HARLEY-DAVIDSON,Chatswood,Australia,2012,2012-07-22,July,Sunday,594000,136.36363636363637
1289,102360,Harley-Davidson Heritage Softail Classic,41,9000,Credit card,RED FORT HARLEY-DAVIDSON,Kobenhavn,Denmark,2012,2012-07-23,July,Monday,369000,219.5121951219512
1290,102361,Harley-Davidson Heritage Softail Classic,23,9000,Credit card,BRAHMAPUTRA HARLEY-DAVIDSON,Singapore,Singapore,2012,2012-07-24,July,Tuesday,207000,391.30434782608694
1291,102362,Harley-Davidson Heritage Softail Classic,43,9000,Credit card,GOA HARLEY-DAVIDSON,Madrid,Spain,2012,2012-07-25,July,Wednesday,387000,209.30232558139534
1292,102363,Harley-Davidson Heritage Softail Classic,24,9000,Credit card,DUNES HARLEY-DAVIDSON,San Rafael,USA,2012,2012-07-26,July,Thursday,216000,375.0
1293,102364,Harley-Davidson Heritage Softail Classic,22,9000,Credit card,TWO RIVERS HARLEY-DAVIDSON,Madrid,Spain,2012,2012-07-27,July,Friday,198000,409.09090909090907
1294,102365,Harley-Davidson Heritage Softail Classic,26,9000,Credit card,TIGER HARLEY-DAVIDSON,New Bedford,USA,2012,2012-07-28,July,Saturday,234000,346.15384615384613
1295,102366,Harley-Davidson Heritage Softail Classic,35,9000,Credit card,FOOTHILLS HARLEY-DAVIDSON,Madrid,Spain,2012,2012-07-29,July,Sunday,315000,257.14285714285717
1296,102367,Harley-Davidson Heritage Softail Classic,47,9000,Credit card,CAPITAL HARLEY-DAVIDSON,New Bedford,USA,2012,2012-07-30,July,Monday,423000,191.48936170212767
1297,102368,Harley-Davidson Heritage Softail Classic,50,9000,Credit card,MALABAR HARLEY-DAVIDSON,Barcelona,Spain,2012,2012-07-31,July,Tuesday,450000,180.0
1298,102369,Harley-Davidson Heritage Softail Classic,45,9000,Credit card,THE WESTERN GHATS HARLEY-DAVIDSON,Lyon,France,2012,2012-08-01,August,Wednesday,405000,200.0
1299,102370,Harley-Davidson Street Glide Special,39,10000,Credit card,EPICENTER HARLEY-DAVIDSON,Bruxelles,Belgium,2012,2012-08-02,August,Thursday,390000,256.4102564102564
1300,102371,Harley-Davidson Street Glide Special,23,10000,Credit card,DIAMOND CITY HARLEY-DAVIDSON,Cowes,UK,2011,2011-03-20,March,Sunday,230000,434.7826086956522
1301,102372,Harley-Davidson Street Glide Special,42,10000,Credit card,TUSKER HARLEY-DAVIDSON INDIRA NAGAR,NYC,USA,2011,2011-03-21,March,Monday,420000,238.0952380952381
1302,102373,Harley-Davidson Street Glide Special,20,10000,Credit card,UNITED HARLEY-DAVIDSON,Montreal,Canada,2011,2011-03-22,March,Tuesday,200000,500.0
1303,102374,Harley-Davidson Street Glide Special,33,10000,Credit card,WINECITY HARLEY-DAVIDSON,Bruxelles,Belgium,2011,2011-03-23,March,Wednesday,330000,303.030303030303
1304,102375,Harley-Davidson Street Glide Special,34,10000,Credit card,WILD CATS HARLEY-DAVIDSON,Tsawassen,Canada,2011,2011-03-24,March,Thursday,340000,294.11764705882354
1305,102376,Harley-Davidson Street Glide Special,49,10000,Credit card,HIMALAYAN HARLEY-DAVIDSON,Torino,Italy,2011,2011-03-25,March,Friday,490000,204.08163265306123
1306,102377,Harley-Davidson Street Glide Special,39,10000,Credit card,BENGAL HARLEY-DAVIDSON,Manchester,UK,2011,2011-03-26,March,Saturday,390000,256.4102564102564
1307,102378,Harley-Davidson Street Glide Special,36,10000,Credit card,NINE BRIDGES HARLEY-DAVIDSON,Nantes,France,2011,2011-03-27,March,Sunday,360000,277.77777777777777
1308,102379,Harley-Davidson Street Glide Special,50,10000,Credit card,WARRIOR HARLEY-DAVIDSON,Lule,Sweden,2011,2011-03-28,March,Monday,500000,200.0
1309,102380,Harley-Davidson Street Glide Special,29,10000,Credit card,T TOWN HARLEY-DAVIDSON,NYC,USA,2011,2011-03-29,March,Tuesday,290000,344.82758620689657
1310,102381,Harley-Davidson Street Glide Special,30,10000,Credit card,WARHAWK HARLEY-DAVIDSON,Madrid,Spain,2011,2011-03-30,March,Wednesday,300000,333.3333333333333
1311,102382,Harley-Davidson Street Glide Special,41,10000,Credit card,OAKLAND HARLEY-DAVIDSON,Minato-ku,Japan,2011,2011-03-31,March,Thursday,410000,243.90243902439025
1312,102383,Harley-Davidson Street Glide Special,28,10000,Credit card,EAGLE ROCK HARLEY-DAVIDSON,Madrid,Spain,2011,2011-04-01,April,Friday,280000,357.14285714285717
1313,102384,Harley-Davidson Street Glide Special,45,10000,Credit card,CYCLE CENTER HARLEY-DAVIDSON,San Rafael,USA,2011,2011-04-02,April,Saturday,450000,222.22222222222223
1314,102385,Harley-Davidson Street Glide Special,16,10000,Credit card,SCHAEFFER'S HARLEY-DAVIDSON,Boston,USA,2011,2011-04-03,April,Sunday,160000,625.0
1315,102386,Harley-Davidson Street Glide Special,36,10000,Credit card,COPPER CANYON HARLEY-DAVIDSON,Stavern,Norway,2011,2011-04-04,April,Monday,360000,277.77777777777777
1316,102387,Harley-Davidson Street Glide Special,41,10000,Credit card,IRON STEED HARLEY-DAVIDSON,Paris,France,2011,2011-04-05,April,Tuesday,410000,243.90243902439025
1317,102388,Harley-Davidson Street Glide Special,50,10000,Credit card,ADAMEC HARLEY-DAVIDSON SHOP AT REGENCY,Madrid,Spain,2011,2011-04-06,April,Wednesday,500000,200.0
1318,102389,Harley-Davidson Street Glide Special,40,10000,Credit card,MOUNTAIN CREEK HARLEY-DAVIDSON,Burlingame,USA,2011,2011-04-07,April,Thursday,400000,250.0
1319,102390,Harley-Davidson Street Glide Special,49,10000,Credit card,SAN FRANCISCO HARLEY-DAVIDSON,Singapore,Singapore,2011,2011-04-08,April,Friday,490000,204.08163265306123
1320,102391,Harley-Davidson Street Glide Special,45,10000,Credit card,TILLEY HARLEY-DAVIDSON,Graz,Austria,2011,2011-04-09,April,Saturday,450000,222.22222222222223
1321,102392,Harley-Davidson Street Glide Special,47,10000,Credit card,SMOKY MOUNTAIN HARLEY-DAVIDSON,London,UK,2011,2011-04-10,April,Sunday,470000,212.7659574468085
1322,102393,Harley-Davidson Street Glide Special,21,10000,Credit card,GRAND TETON HARLEY-DAVIDSON,Philadelphia,USA,2011,2011-04-11,April,Monday,210000,476.1904761904762
1323,102394,Harley-Davidson Street Glide Special,32,10000,Credit card,MILE HIGH HARLEY-DAVIDSON OF PARKER,Lyon,France,2011,2011-04-12,April,Tuesday,320000,312.5
1324,102395,Harley-Davidson Street Glide Special,47,10000,Credit card,JACKSON HOLE HARLEY-DAVIDSON,Boston,USA,2011,2011-04-13,April,Wednesday,470000,212.7659574468085
1325,102396,Harley-Davidson Street Glide Special,38,10000,Credit card,JAVELINA HARLEY-DAVIDSON,Singapore,Singapore,2011,2011-04-14,April,Thursday,380000,263.1578947368421
1326,102397,Harley-Davidson Street Glide Special,41,10000,Credit card,BARTELS HARLEY-DAVIDSON,San Rafael,USA,2011,2011-04-15,April,Friday,410000,243.90243902439025
1327,102398,Harley-Davidson Street Glide Special,21,10000,Credit card,STAMPEDE HARLEY-DAVIDSON,New Haven,USA,2011,2011-04-16,April,Saturday,210000,476.1904761904762
1328,102399,Harley-Davidson Street Glide Special,41,10000,Credit card,ROCKY TOP HARLEY-DAVIDSON,Singapore,Singapore,2011,2011-04-17,April,Sunday,410000,243.90243902439025
1329,102400,Harley-Davidson Street Glide Special,38,10000,Credit card,MILE HIGH HARLEY-DAVIDSON,Chatswood,Australia,2011,2011-04-18,April,Monday,380000,263.1578947368421
1330,102401,Harley-Davidson Street Glide Special,25,10000,Credit card,FINGER LAKES HARLEY-DAVIDSON,Allentown,USA,2011,2011-04-19,April,Tuesday,250000,400.0
1331,102402,Harley-Davidson Street Glide Special,48,10000,Credit card,STINGER HARLEY-DAVIDSON,Boras,Sweden,2011,2011-04-20,April,Wednesday,480000,208.33333333333334
1332,102403,Harley-Davidson Street Glide Special,22,10000,Credit card,ADAMEC HARLEY-DAVIDSON OF ST. AUGUSTINE,Cambridge,USA,2011,2011-04-21,April,Thursday,220000,454.54545454545456
1333,102404,Harley-Davidson Street Glide Special,28,10000,Credit card,CLASSIC HARLEY-DAVIDSON,Vancouver,Canada,2011,2011-04-22,April,Friday,280000,357.14285714285717
1334,102405,Harley-Davidson Street Glide Special,47,10000,Credit card,CAROLINA COAST HARLEY-DAVIDSON,Frankfurt,Germany,2011,2011-04-23,April,Saturday,470000,212.7659574468085
1335,102406,Harley-Davidson Street Glide Special,49,10000,Credit card,MONTY'S HARLEY-DAVIDSON,Lule,Sweden,2011,2011-04-24,April,Sunday,490000,204.08163265306123
1336,102407,Harley-Davidson Street Glide Special,45,10000,Credit card,WINDY CITY HARLEY-DAVIDSON,Melbourne,Australia,2011,2011-04-25,April,Monday,450000,222.22222222222223
1337,102408,Harley-Davidson Street Glide Special,28,10000,Credit card,EMERALD COAST HARLEY-DAVIDSON,San Rafael,USA,2011,2011-04-26,April,Tuesday,280000,357.14285714285717
1338,102409,Harley-Davidson Street Glide Special,29,10000,Credit card,HONOLULU HARLEY-DAVIDSON,North Sydney,Australia,2011,2011-04-27,April,Wednesday,290000,344.82758620689657
1339,102410,Harley-Davidson Street Glide Special,39,10000,Credit card,WAIKIKI HARLEY-DAVIDSON,San Rafael,USA,2011,2011-04-28,April,Thursday,390000,256.4102564102564
1340,102411,Harley-Davidson Street Glide Special,46,10000,Credit card,HUB CITY HARLEY-DAVIDSON,Montreal,Canada,2011,2011-04-29,April,Friday,460000,217.3913043478261
1341,102412,Harley-Davidson Street Glide Special,38,10000,Credit card,OPEN ROAD HARLEY-DAVIDSON,Nantes,France,2011,2011-04-30,April,Saturday,380000,263.1578947368421
1342,102413,Harley-Davidson Street Glide Special,41,10000,Credit card,HARLEY-DAVIDSON SHOP OF ROCHESTER,Stavern,Norway,2011,2011-05-01,May,Sunday,410000,243.90243902439025
1343,102414,Harley-Davidson Street Glide Special,50,10000,Credit card,MIKE BRUNO'S NORTHSHORE HARLEY-DAVIDSON,San Rafael,USA,2011,2011-05-02,May,Monday,500000,200.0
1344,102415,Harley-Davidson Street Glide Special,43,10000,Credit card,HARLEY-DAVIDSON OF SOUTHAMPTON,Madrid,Spain,2011,2011-05-03,May,Tuesday,430000,232.5581395348837
1345,102416,Harley-Davidson Street Glide Special,29,10000,Credit card,S & P HARLEY-DAVIDSON,Burlingame,USA,2011,2011-05-04,May,Wednesday,290000,344.82758620689657
1346,102417,Harley-Davidson Street Glide Special,30,10000,Credit card,BONEYARD HARLEY-DAVIDSON,Singapore,Singapore,2011,2011-05-05,May,Thursday,300000,333.3333333333333
1347,102418,Harley-Davidson Street Glide Special,25,10000,Credit card,CALIFORNIA HARLEY-DAVIDSON,Graz,Austria,2011,2011-05-06,May,Friday,250000,400.0
1348,102419,Harley-Davidson Street Glide Special,49,10000,Credit card,HERITAGE HARLEY-DAVIDSON,South Brisbane,Australia,2011,2011-05-07,May,Saturday,490000,204.08163265306123
1349,102420,Harley-Davidson Street Glide Special,40,10000,Credit card,ANDY'S HARLEY-DAVIDSON,Philadelphia,USA,2011,2011-05-08,May,Sunday,400000,250.0
1350,102421,Harley-Davidson Street Glide Special,41,10000,Credit card,CHICAGO HARLEY-DAVIDSON OF WRIGLEYVILLE,Lyon,France,2011,2011-05-09,May,Monday,410000,243.90243902439025
1351,102422,Harley-Davidson Street Glide Special,21,10000,Credit card,CITY LIMITS HARLEY-DAVIDSON,Vancouver,Canada,2011,2011-05-10,May,Tuesday,210000,476.1904761904762
1352,102423,Harley-Davidson Street Glide Special,46,10000,Credit card,FALCONS FURY HARLEY-DAVIDSON,Burbank,USA,2011,2011-05-11,May,Wednesday,460000,217.3913043478261
1353,102424,Harley-Davidson Street Glide Special,39,10000,Credit card,NORTH CASCADES HARLEY-DAVIDSON,San Rafael,USA,2011,2011-05-12,May,Thursday,390000,256.4102564102564
1354,102425,Harley-Davidson Street Glide Special,45,10000,Credit card,WILLAMETTE VALLEY HARLEY-DAVIDSON,New Haven,USA,2011,2011-05-13,May,Friday,450000,222.22222222222223
1355,102426,Harley-Davidson Street Glide Special,21,10000,Credit card,MATHEWS HARLEY-DAVIDSON,Minato-ku,Japan,2011,2011-05-14,May,Saturday,210000,476.1904761904762
1356,102427,Harley-Davidson Street Glide Special,44,10000,Credit card,"ROCHESTER HARLEY-DAVIDSON, INC.",Chatswood,Australia,2011,2011-05-15,May,Sunday,440000,227.27272727272728
1357,102428,Harley-Davidson Street Glide Special,44,10000,Credit card,CYCLE CITY HARLEY-DAVIDSON,Allentown,USA,2011,2011-05-16,May,Monday,440000,227.27272727272728
1358,102429,Harley-Davidson Street Glide Special,29,10000,Credit card,APOL'S HARLEY-DAVIDSON,Boras,Sweden,2011,2011-05-17,May,Tuesday,290000,344.82758620689657
1359,102430,Harley-Davidson Street Glide Special,34,10000,Credit card,SPITZIE'S HARLEY-DAVIDSON OF ALBANY,Versailles,France,2011,2011-05-18,May,Wednesday,340000,294.11764705882354
1360,102431,Harley-Davidson Street Glide Special,39,10000,Credit card,PRECISION HARLEY-DAVIDSON,San Rafael,USA,2011,2011-05-19,May,Thursday,390000,256.4102564102564
1361,102432,Harley-Davidson Street Glide Special,38,10000,Credit card,SOUTHERN THUNDER HARLEY-DAVIDSON,NYC,USA,2011,2011-05-20,May,Friday,380000,263.1578947368421
1362,102433,Harley-Davidson Street Glide Special,24,10000,Credit card,RENO HARLEY-DAVIDSON,San Francisco,USA,2011,2011-05-21,May,Saturday,240000,416.6666666666667
1363,102434,Harley-Davidson Street Glide Special,29,10000,Credit card,OLD PUEBLO HARLEY-DAVIDSON,Madrid,Spain,2011,2011-05-22,May,Sunday,290000,344.82758620689657
1364,102435,Harley-Davidson Street Glide Special,30,10000,Credit card,ARSENAL HARLEY-DAVIDSON,Madrid,Spain,2011,2011-05-23,May,Monday,300000,333.3333333333333
1365,102436,Harley-Davidson Street Glide Special,20,10000,Credit card,HARLEY-DAVIDSON OF FRESNO,North Sydney,Australia,2011,2011-05-24,May,Tuesday,200000,500.0
1366,102437,Harley-Davidson Street Glide Special,39,10000,Credit card,MOONSHINE HARLEY-DAVIDSON,San Rafael,USA,2011,2011-05-25,May,Wednesday,390000,256.4102564102564
1367,102438,Harley-Davidson Street Glide Special,35,10000,Credit card,MT. CHEAHA HARLEY-DAVIDSON,Montreal,Canada,2011,2011-05-26,May,Thursday,350000,285.7142857142857
1368,102439,Harley-Davidson Street Glide Special,26,10000,Credit card,AMERICAN EAGLE HARLEY-DAVIDSON,Madrid,Spain,2011,2011-05-27,May,Friday,260000,384.61538461538464
1369,102440,Harley-Davidson Street Glide Special,44,10000,Credit card,RIDING HIGH HARLEY-DAVIDSON,Makati City,Philippines,2011,2011-05-28,May,Saturday,440000,227.27272727272728
1370,102441,Harley-Davidson Street Glide Special,28,10000,Credit card,"HAMPTON ROADS HARLEY-DAVIDSON, INC.",Marseille,France,2011,2011-05-29,May,Sunday,280000,357.14285714285717
1371,102442,Harley-Davidson Street Glide Special,31,10000,Credit card,HORSEPOWER HARLEY-DAVIDSON,San Rafael,USA,2011,2011-05-30,May,Monday,310000,322.5806451612903
1372,102443,Harley-Davidson Street Glide Special,29,10000,Credit card,THREE RIVERS HARLEY-DAVIDSON,Glendale,USA,2011,2011-05-31,May,Tuesday,290000,344.82758620689657
1373,102444,Harley-Davidson Street Glide Special,32,10000,Credit card,SHELTON'S HARLEY-DAVIDSON,San Francisco,USA,2011,2011-06-01,June,Wednesday,320000,312.5
1374,102445,Harley-Davidson Street Glide Special,33,10000,Credit card,ROUTE 66 HARLEY-DAVIDSON,North Sydney,Australia,2011,2011-06-02,June,Thursday,330000,303.030303030303
1375,102446,Harley-Davidson Street Glide Special,44,10000,Credit card,LAWLESS HARLEY-DAVIDSON OF SCOTT CITY,Lille,France,2011,2011-06-03,June,Friday,440000,227.27272727272728
1376,102447,Harley-Davidson Street Glide Special,32,10000,Credit card,SONOMA COUNTY HARLEY-DAVIDSON,Koln,Germany,2011,2011-06-04,June,Saturday,320000,312.5
